Country_Region,2022/08/01,2022/08/02,2022/08/03,2022/08/04,2022/08/05,2022/08/06,2022/08/07,2022/08/08,2022/08/09,2022/08/10,2022/08/11,2022/08/12,2022/08/13,2022/08/14,2022/08/15,2022/08/16,2022/08/17,2022/08/18,2022/08/19,2022/08/20,2022/08/21,2022/08/22,2022/08/23,2022/08/24,2022/08/25,2022/08/26,2022/08/27,2022/08/28,2022/08/29,2022/08/30,2022/08/31
Nauru,4407,4407,4407,4407,4409,4409,4409,4409,4602,4604,4604,4605,4605,4605,4608,4608,4608,4608,4610,4610,4610,4610,4610,4610,4610,4610,4610,4610,4610,4610,4610
Nepal,987228,987737,988327,988821,989350,989676,990127,990625,991185,991681,992146,992565,992727,993032,993459,993858,994389,994613,994859,995039,995241,995646,995989,996231,996442,996605,996670,996834,996979,997122,997346
Netherlands,8447247,8450770,8453818,8456256,8458726,8458726,8458726,8463722,8465910,8468285,8470047,8471927,8471927,8471927,8476031,8477956,8479828,8480167,8482627,8482627,8482627,8485749,8487125,8488563,8489763,8490917,8490917,8490917,8493784,8495070,8496405
New Zealand,1635426,1642152,1648511,1654004,1658896,1662414,1666589,1672726,1678115,1683131,1687478,1691215,1693974,1697530,1702539,1707225,1711922,1715866,1719282,1721490,1724334,1728161,1731435,1734343,1736819,1739090,1740482,1742227,1744825,1747175,1749378
Nicaragua,14807,14807,14807,14807,14807,14807,14807,14807,14807,14872,14872,14872,14872,14872,14872,14872,14899,14899,14899,14899,14899,14899,14899,14931,14931,14931,14931,14931,14931,14931,14931
Niger,9104,9114,9115,9115,9119,9119,9119,9125,9125,9125,9132,9132,9132,9132,9139,9139,9157,9157,9183,9183,9183,9203,9219,9250,9263,9263,9263,9263,9329,9329,9331
Nigeria,260977,261473,261473,261473,261473,261473,261885,261885,261885,261885,262402,262402,262520,262520,262520,262664,262664,262748,262748,262912,262912,262912,263090,263090,263322,263322,263407,263407,263407,263526,263526
North Macedonia,328180,328995,329172,330016,330755,330755,330755,331988,332667,333360,333948,334562,334562,334562,335451,336041,336560,337040,337513,337513,337513,338120,338549,338929,339240,339492,339492,339492,339881,340119,340341
Norway,1456038,1456268,1456493,1456672,1456851,1456922,1456960,1457187,1457385,1457587,1457792,1457988,1458057,1458092,1458291,1458460,1458603,1458751,1458896,1458952,1458987,1459129,1459273,1459426,1459526,1459661,1459704,1459723,1459868,1460011,1460127
Oman,395737,395737,395737,396722,396722,396722,396722,396722,397231,397231,397231,397231,397231,397231,397231,397231,397574,397574,397574,397574,397574,397574,397846,397846,397846,397846,397846,397846,397846,397846,397846
Pakistan,1555639,1556445,1557134,1557884,1558557,1559201,1559829,1560250,1560602,1560955,1561579,1562307,1562307,1563347,1563705,1564231,1564809,1565319,1565319,1566236,1566652,1566869,1567147,1567147,1567893,1568183,1568453,1568453,1568849,1569076,1569076
Palau,5308,5308,5308,5308,5308,5308,5308,5308,5308,5308,5308,5308,5308,5308,5308,5308,5308,5308,5308,5308,5308,5308,5308,5308,5308,5348,5348,5348,5348,5348,5348
Panama,954369,954369,954369,954369,954369,954369,954369,960300,960300,960300,960300,960300,960300,960300,960300,966779,966779,966779,966779,966779,966779,972800,972800,972800,972800,972800,972800,972800,978181,978181,978181
Papua New Guinea,44784,44797,44798,44798,44800,44800,44800,44800,44800,44811,44812,44820,44820,44820,44820,44824,44843,44846,44846,44846,44846,44848,44862,44866,44876,44876,44876,44876,44876,44880,44880
Paraguay,707109,707109,707109,707109,710890,710890,710890,710890,710890,710890,710890,712907,712907,712907,712907,712907,712907,712907,714340,714340,714340,714340,714340,714340,714340,715162,715162,715162,715162,715162,715162
Peru,3914506,3923744,3932838,3940482,3951495,3961513,3966898,3970336,3980850,3992728,4002949,4013831,4022016,4027614,4031007,4037977,4037977,4055454,4055454,4070583,4074004,4075910,4081141,4086627,4091366,4094652,4097530,4099785,4100923,4102641,4103874
Philippines,3780178,3782822,3785869,3790309,3795008,3799334,3803955,3808156,3810772,3813952,3818480,3823084,3827758,3831941,3835422,3838062,3840943,3844708,3848449,3852170,3855804,3858838,3860537,3864034,3867071,3869976,3872405,3874641,3877110,3878734,3880229
Poland,6070282,6075927,6080398,6084876,6089166,6093571,6094269,6094868,6100827,6105306,6109621,6113843,6118482,6119257,6120028,6120834,6128006,6133274,6138093,6142917,6143682,6144404,6150576,6154969,6158817,6162667,6166596,6167203,6167759,6173059,6176885
Portugal,5345143,5349218,5353103,5356285,5359624,5359624,5359624,5359624,5367395,5370600,5373479,5376433,5376433,5376433,5376433,5381599,5385702,5388758,5391747,5391747,5391747,5391747,5399857,5399857,5406095,5409185,5409185,5409185,5413173,5417101,5420140
Qatar,409622,410568,411405,412137,412897,413489,414310,415129,415876,416636,417390,418039,418622,419370,420143,420895,421532,422130,422686,423118,423772,424419,424999,425582,426083,426586,427001,427563,428147,428791,429396
Romania,3068849,3080545,3089651,3098268,3106033,3112474,3115992,3120681,3130545,3137858,3144327,3150037,3154721,3157372,3159626,3163226,3170726,3176211,3181065,3184930,3186995,3189594,3195253,3199216,3202866,3206185,3208903,3210306,3212211,3216257,3219354
Russia,18341459,18350864,18365348,18382278,18400593,18420288,18440314,18457892,18473940,18497489,18523028,18550522,18578731,18607284,18632165,18655654,18688416,18723731,18760762,18800180,18839232,18871701,18902128,18941817,18985174,19030966,19077368,19123501,19162384,19198863,19244647
Rwanda,132242,132267,132280,132285,132299,132299,132299,132326,132326,132331,132336,132343,132354,132357,132362,132367,132370,132376,132385,132386,132390,132391,132398,132401,132408,132412,132414,132415,132421,132427,132439
Saint Kitts and Nevis,6462,6464,6467,6470,6470,6477,6477,6477,6477,6485,6485,6485,6485,6492,6492,6493,6493,6493,6495,6495,6495,6495,6499,6501,6507,6508,6509,6509,6509,6511,6512
Saint Lucia,27966,27966,27966,28062,28161,28161,28161,28161,28233,28233,28233,28341,28341,28341,28341,28341,28379,28461,28542,28542,28542,28621,28621,28621,28621,28689,28689,28689,28689,28775,28775
Saint Vincent and the Grenadines,9354,9370,9370,9378,9390,9390,9390,9390,9396,9396,9396,9404,9404,9404,9404,9405,9405,9412,9412,9412,9412,9412,9414,9415,9415,9420,9420,9420,9420,9428,9428
Samoa,15405,15405,15405,15405,15405,15405,15405,15405,15405,15405,15405,15405,15405,15405,15405,15405,15405,15405,15405,15405,15405,15703,15767,15767,15767,15767,15767,15767,15767,15839,15839
San Marino,19890,19942,19965,19983,20007,20007,20007,20042,20074,20094,20113,20130,20130,20130,20130,20160,20196,20215,20224,20224,20224,20242,20280,20292,20310,20323,20323,20323,20341,20365,20373
Sao Tome and Principe,6115,6115,6115,6115,6115,6115,6115,6115,6120,6120,6120,6120,6120,6120,6123,6123,6123,6123,6123,6123,6123,6136,6136,6136,6136,6136,6136,6136,6153,6153,6153
Saudi Arabia,809960,810187,810394,810583,810760,810887,811034,811217,811362,811512,811642,811748,811853,811958,812093,812196,812300,812397,812486,812550,812624,812736,812824,812903,812975,813042,813107,813186,813284,813376,813461
Senegal,87423,87445,87479,87513,87550,87550,87615,87641,87641,87696,87723,87752,87752,87752,87752,87835,87835,87835,87890,87890,87890,87920,87920,87987,87987,88008,88024,88024,88052,88082,88098
Serbia,2129016,2135952,2142148,2148615,2154973,2160253,2164435,2170933,2178198,2185259,2191562,2197784,2203039,2206806,2212702,2212702,2225382,2231095,2236301,2240552,2243706,2248288,2253282,2257659,2261899,2265924,2269421,2272000,2275675,2279485,2283195
Seychelles,45429,45540,45540,45540,45540,45540,45540,45692,45692,45692,45692,45692,45692,45692,45692,45852,45852,45852,45852,45852,45852,45852,45852,45852,45852,45852,45852,45852,45852,46081,46081
Sierra Leone,7734,7734,7735,7736,7737,7737,7737,7738,7740,7740,7740,7740,7740,7741,7742,7742,7743,7743,7743,7744,7744,7744,7744,7744,7744,7744,7746,7747,7747,7747,7747
Singapore,1718765,1728995,1728995,1742874,1749144,1754777,1759575,1763116,1771081,1773386,1773386,1786643,1791046,1794069,1794069,1801936,1805698,1809251,1812255,1814915,1816866,1818560,1822187,1824832,1827229,1829361,1831332,1832780,1834190,1837090,1839244
Slovakia,2581323,2582793,2584276,2580748,2580748,2580748,2580748,2580748,2580748,2580748,2580748,2580748,2580748,2580748,2580748,2580748,2580748,2580748,2580748,2580748,2580748,2580748,2580748,2580748,2580748,2580748,2580748,2580748,2580748,2580748,2580748
Slovenia,1083661,1086337,1088205,1089921,1091420,1093023,1093584,1094104,1096506,1098327,1099952,1101368,1102935,1103466,1103963,1104546,1107198,1108454,1110255,1111936,1112481,1112949,1115286,1116916,1118541,1120443,1121965,1122495,1122961,1125145,1126715
Solomon Islands,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544
Somalia,27020,27020,27020,27020,27020,27020,27020,27020,27020,27020,27020,27020,27020,27020,27020,27020,27020,27020,27020,27020,27020,27020,27020,27020,27020,27020,27020,27020,27020,27020,27020
South Africa,4005124,4005124,4005124,4005124,4005124,4005124,4006871,4006871,4006916,4006916,4007080,4007080,4007925,4008164,4008443,4008696,4008988,4009243,4009509,4009730,4009730,4010000,4010207,4010453,4010752,4010999,4011210,4011357,4011431,4011657,4011937
South Sudan,17733,17780,17780,17780,17780,17780,17780,17780,17780,17780,17823,17823,17823,17823,17823,17823,17823,17823,17823,17823,17823,17823,17823,17823,17823,17823,17823,17823,17823,17823,17823
Spain,13226579,13245996,13245996,13245996,13266184,13266184,13266184,13266184,13280557,13280557,13280557,13294139,13294139,13294139,13294139,13306301,13306301,13306301,13314764,13314764,13314764,13314764,13323784,13323784,13323784,13332976,13332976,13332976,13332976,13342530,13342530
Sri Lanka,665847,665964,666086,666232,666413,666580,666764,666944,667158,667385,667573,667735,667916,668012,668141,668336,668497,668663,668827,668827,669033,669136,669362,669467,669581,669639,669693,669749,669819,669893,669957
Sudan,63006,63074,63074,63074,63074,63074,63074,63128,63128,63128,63128,63128,63128,63128,63147,63147,63147,63147,63147,63147,63147,63172,63173,63173,63173,63173,63173,63173,63173,63228,63228
Summer Olympics 2020,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865
Suriname,80966,80982,80982,80982,80982,80982,80982,80982,80988,80988,80988,80988,80988,80988,80988,81007,81007,81007,81007,81007,81007,81007,81022,81022,81022,81022,81022,81022,81022,81039,81039
Sweden,2539715,2539715,2539715,2545671,2545671,2545671,2545671,2545671,2545671,2545671,2551996,2551996,2551996,2551996,2551996,2551996,2551996,2558943,2558943,2558943,2558943,2558943,2558943,2558943,2564423,2564423,2564423,2564423,2564423,2564423,2564423
Switzerland,3949259,3972622,3972622,3972622,3972622,3972622,3972622,3972622,3994397,3994397,3994397,3994397,3994397,3994397,3994397,4012610,4012610,4012610,4012610,4012610,4012610,4012610,4029657,4029657,4029657,4029657,4029657,4029657,4029657,4045011,4045011
Syria,56353,56386,56419,56453,56464,56464,56464,56564,56604,56634,56670,56691,56700,56700,56756,56772,56797,56819,56831,56838,56861,56876,56902,56924,56947,56969,56973,56985,57008,57026,57043
Taiwan*,4604761,4628294,4652186,4675128,4696969,4716819,4738861,4754268,4777903,4801676,4824550,4846501,4867766,4888840,4904622,4927754,4952570,4975970,4998765,5020895,5043275,5060178,5086521,5115052,5142279,5168997,5194850,5221585,5242009,5273449,5308029
Tajikistan,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786
Tanzania,37510,37510,37865,37865,37865,37865,37865,37865,37865,38205,38205,38205,38205,38205,38205,38454,38454,38454,38454,38454,38454,38454,38712,38712,38712,38712,38712,38712,38712,38712,38712
Thailand,4594127,4596559,4598725,4600978,4603359,4605609,4607451,4609406,4611741,4614057,4616512,4618652,4620425,4622088,4623596,4626057,4628200,4630310,4632212,4634180,4635711,4637199,4639261,4641263,4643012,4644643,4646412,4647685,4648679,4650919,4652923
Timor-Leste,22999,23019,23024,23027,23036,23036,23036,23042,23055,23064,23072,23074,23074,23074,23086,23095,23100,23108,23114,23114,23114,23120,23134,23140,23144,23152,23152,23158,23161,23163,23170
Togo,38092,38104,38125,38145,38158,38176,38192,38201,38211,38221,38236,38273,38273,38285,38295,38303,38330,38337,38348,38355,38367,38367,38386,38394,38394,38410,38419,38419,38451,38465,38491
Tonga,12554,12554,12554,12554,12554,12554,12836,12836,12836,12836,13405,13405,13405,13405,13405,14135,14135,14135,14135,14135,14135,14135,14135,14135,14741,15235,15235,15235,15235,15235,15235
Trinidad and Tobago,171590,171590,171906,172267,172576,172889,173006,173208,173535,173843,174159,174552,174896,175098,175273,175494,175856,176107,176468,176821,177008,177113,177408,177583,177824,178111,178532,178687,178841,178964,179146
Tunisia,1128693,1128693,1134660,1134660,1134660,1134660,1134660,1134660,1134660,1139241,1139241,1139241,1139241,1139241,1139241,1141135,1141334,1141487,1141773,1141773,1141773,1141773,1141773,1142527,1142793,1143167,1143167,1143167,1143167,1143788,1143862
Turkey,15889495,15889495,15889495,15889495,15889495,16295817,16295817,16295817,16295817,16295817,16295817,16295817,16295817,16295817,16528070,16671848,16671848,16671848,16671848,16671848,16671848,16671848,16671848,16671848,16671848,16671848,16671848,16671848,16671848,16671848,16671848
Tuvalu,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,20,20,20,20,20,20,20,20,20
US,91515311,91606246,91806645,91993968,92100085,92115225,92127962,92283156,92382916,92579399,92742377,92839032,92922848,92932669,93055367,93147144,93284016,93433144,93510693,93521907,93531782,93660731,93760016,93911704,94051364,94172441,94184363,94192955,94299131,94374765,94528939
Uganda,169250,169340,169340,169396,169396,169396,169396,169396,169396,169396,169396,169396,169396,169396,169396,169396,169396,169396,169396,169396,169396,169396,169396,169396,169396,169396,169396,169396,169396,169396,169396
Ukraine,5294794,5294949,5295103,5295299,5298325,5298604,5298881,5299165,5299442,5299664,5303833,5304149,5304634,5305063,5305455,5305875,5306219,5306713,5312730,5313322,5313939,5314531,5315071,5315613,5325288,5325948,5326639,5327363,5328138,5328726,5329263
United Arab Emirates,992652,993684,994693,995777,996775,997769,998714,999637,1000556,1001445,1002306,1003129,1003929,1004751,1005543,1006318,1007039,1007742,1008435,1009116,1009776,1010399,1011011,1011613,1012206,1012786,1013331,1013865,1014387,1014899,1015398
United Kingdom,23515928,23516257,23581291,23581670,23581998,23582007,23582007,23582007,23582007,23634565,23634572,23634825,23634825,23634825,23634825,23634964,23675474,23675489,23675489,23675489,23675489,23675745,23675753,23676382,23708470,23708627,23708633,23708633,23708665,23708844,23738015
Uruguay,971728,971728,971728,971728,971728,971728,971728,971728,973420,973420,973420,973420,973420,973420,975264,975264,975264,975264,975264,975264,975264,977305,977305,977305,977305,977305,977305,977305,979160,979160,979160
Uzbekistan,243131,243162,243195,243232,243256,243294,243328,243360,243388,243423,243460,243487,243509,243537,243562,243586,243605,243623,243638,243654,243666,243677,243691,243710,243728,243743,243743,243743,243743,243784,243801
Vanuatu,11724,11730,11730,11730,11731,11731,11731,11731,11731,11731,11731,11734,11746,11746,11753,11753,11753,11753,11770,11770,11770,11770,11770,11777,11777,11784,11784,11784,11793,11793,11815
Venezuela,536086,536086,536586,537177,537487,538155,538435,538631,538631,539205,539205,539205,540102,540222,540222,540681,540796,540796,540977,541322,541405,541600,541708,541708,541807,542039,542199,542252,542281,542281,542508
Vietnam,10781009,10783026,10785122,11189968,11192043,11346137,11347518,11349223,11351563,11353573,11360348,11362540,11364355,11365784,11367479,11370462,11373276,11376571,11379554,11382258,11383819,11386016,11389268,11392859,11396205,11399400,11401597,11403302,11405711,11408952,11411679
West Bank and Gaza,682096,691065,691065,691065,691065,691065,691065,697447,697447,697447,697447,697447,697447,697447,697447,697447,697447,697447,697447,697447,697447,698384,698384,698384,698384,698384,698384,698384,698384,701739,702332
Winter Olympics 2022,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535
Yemen,11877,11877,11877,11895,11895,11895,11895,11903,11903,11903,11903,11903,11903,11903,11903,11903,11903,11914,11915,11915,11915,11915,11917,11919,11922,11922,11925,11925,11925,11926,11926
Zambia,329483,330575,330575,330575,331074,331074,331358,331358,331568,331568,331568,331925,331925,331925,332014,332014,332264,332264,332264,332264,332264,332527,332527,332648,332710,332710,332710,332710,332822,332822,332822
Zimbabwe,256382,256403,256423,256444,256444,256444,256447,256487,256490,256492,256513,256522,256522,256539,256544,256561,256565,256579,256596,256616,256624,256628,256628,256628,256675,256682,256682,256699,256704,256708,256726
