Country_Region,2022/07/01,2022/07/02,2022/07/03,2022/07/04,2022/07/05,2022/07/06,2022/07/07,2022/07/08,2022/07/09,2022/07/10,2022/07/11,2022/07/12,2022/07/13,2022/07/14,2022/07/15,2022/07/16,2022/07/17,2022/07/18,2022/07/19,2022/07/20,2022/07/21,2022/07/22,2022/07/23,2022/07/24,2022/07/25,2022/07/26,2022/07/27,2022/07/28,2022/07/29,2022/07/30,2022/07/31
Nepal,979729,979762,979801,979835,979908,979998,980058,980141,980213,980317,980446,980590,980767,980981,981142,981294,981408,981794,982062,982402,982719,983103,983319,983622,984075,984475,984893,985417,985808,986100,986596
Netherlands,8296406,8296406,8296406,8310449,8317175,8323722,8331055,8338213,8338213,8338213,8353626,8361159,8367997,8375065,8381920,8381920,8381920,8395102,8400164,8404838,8409332,8413961,8413961,8413961,8424253,8428731,8433004,8436688,8439920,8439920,8439920
New Zealand,1358477,1363651,1370527,1380329,1380345,1408886,1418459,1427995,1435741,1444417,1456269,1468096,1479795,1490599,1500129,1506614,1514588,1525350,1536046,1546382,1555462,1563537,1569386,1576678,1576678,1576723,1576811,1611478,1617974,1622430,1628005
Nicaragua,14690,14690,14690,14690,14690,14721,14721,14721,14721,14721,14721,14721,14751,14751,14751,14751,14751,14751,14751,14777,14777,14777,14777,14777,14777,14777,14807,14807,14807,14807,14807
Niger,9031,9031,9031,9031,9031,9031,9031,9031,9031,9031,9096,9096,9096,9096,9096,9096,9096,9096,9104,9104,9104,9104,9104,9104,9104,9104,9104,9104,9104,9104,9104
Nigeria,257290,257637,257637,257637,257637,257637,257637,257637,258517,258517,258517,258874,258874,258934,258934,259007,259007,259007,259485,259485,259720,259720,260339,260339,260339,260764,260764,260977,260977,260977,260977
North Macedonia,314211,314211,314211,314501,314794,315060,315402,315699,315699,315699,316219,316729,317140,317634,318138,318138,318138,319037,319806,320598,321386,322165,322165,322165,323425,324382,325279,326154,327009,327009,327009
Norway,1447885,1448116,1448228,1448679,1449207,1449639,1450111,1450491,1450634,1450730,1451104,1451515,1451854,1452176,1452521,1452668,1452755,1453071,1453430,1453714,1453985,1454266,1454365,1454423,1454675,1454931,1455162,1455414,1455608,1455732,1455796
Oman,390244,390244,390244,390244,391641,391641,391641,391641,391641,391641,391641,391641,391641,391641,391641,391641,391641,393002,393002,393002,393002,393002,393002,393002,393002,393002,395737,395737,395737,395737,395737
Pakistan,1536479,1537947,1538622,1539275,1539275,1540952,1541645,1542377,1542377,1543250,1543505,1543741,1544131,1544910,1545647,1546252,1546744,1547203,1547795,1548394,1549073,1549766,1550298,1550880,1551251,1551871,1551871,1553325,1553325,1553325,1554591
Palau,5237,5237,5237,5237,5269,5269,5269,5269,5269,5269,5269,5308,5308,5308,5308,5308,5308,5308,5308,5308,5308,5308,5308,5308,5308,5308,5308,5308,5308,5308,5308
Panama,922990,922990,925254,925254,925254,925254,925254,932710,932710,932710,932710,938791,938791,938791,938791,938791,938791,942083,942083,942083,942083,942083,942083,942083,942083,948473,948473,948473,948473,948473,948473
Papua New Guinea,44725,44725,44725,44728,44732,44739,44739,44745,44745,44745,44751,44752,44752,44758,44761,44761,44761,44761,44761,44765,44768,44772,44772,44772,44772,44772,44776,44776,44784,44784,44784
Paraguay,655532,655532,660841,660841,660841,660841,660841,660841,660841,673829,673829,673829,673829,673829,688820,688820,688820,688820,688820,688820,688820,688820,701060,701060,701060,701060,701060,701060,707109,707109,707109
Peru,3629796,3634918,3637529,3640061,3644199,3650203,3656309,3662685,3669043,3675152,3683213,3691213,3703751,3703751,3729879,3740861,3740861,3761445,3773733,3787887,3801893,3816804,3829775,3839099,3845093,3859279,3873702,3889029,3889029,3895496,3909870
Philippines,3705649,3706951,3708271,3709386,3710145,3711268,3713131,3714770,3716522,3718467,3720054,3721413,3723014,3725382,3727970,3730545,3733101,3735383,3737222,3739160,3741987,3745375,3748979,3752534,3755403,3757762,3760488,3764346,3768474,3772468,3776627
Poland,6015634,6016249,6016407,6016526,6017601,6018565,6019633,6020679,6021943,6022227,6022454,6024488,6026134,6027974,6029947,6032078,6032475,6032794,6036042,6038893,6041891,6044923,6048411,6049052,6049640,6054743,6058462,6061946,6065332,6069016,6069665
Portugal,5171236,5171236,5171236,5171236,5214701,5225205,5234600,5242121,5242121,5242121,5257536,5266454,5273845,5273845,5273845,5273845,5273845,5294315,5301289,5307141,5312553,5317004,5317004,5317004,5323725,5329332,5333656,5337121,5340612,5340612,5340612
Qatar,383292,383807,383807,385163,385830,386528,387208,387845,388381,388849,389415,390055,390918,391945,392916,393834,395051,396344,397446,398558,399553,400520,401322,402330,403444,404408,405312,406225,406987,407749,408656
Romania,2919461,2919461,2919461,2927187,2927187,2927187,2927187,2927187,2927187,2927187,2942130,2946174,2949951,2953944,2958051,2961769,2963934,2967222,2974880,2981659,2988788,2996178,3002662,3006756,3011711,3024064,3033866,3043205,3052036,3059568,3063647
Russia,18164348,18167603,18170656,18173480,18176132,18179254,18182578,18185995,18189499,18192863,18195924,18198890,18202785,18206982,18211383,18216026,18220633,18225102,18229239,18234870,18241184,18247770,18254644,18262088,18268570,18274674,18283628,18295035,18306326,18318445,18330786
Rwanda,131084,131154,131233,131270,131347,131420,131490,131566,131630,131668,131691,131734,131766,131808,131832,131857,131880,131906,131944,131950,131970,132028,132044,132057,132121,132171,132198,132211,132236,132236,132239
Saint Kitts and Nevis,6102,6157,6157,6157,6193,6228,6254,6266,6293,6293,6308,6332,6332,6355,6367,6367,6377,6383,6399,6399,6413,6422,6422,6422,6430,6435,6442,6453,6453,6453,6462
Saint Lucia,27049,27094,27094,27094,27133,27133,27204,27252,27252,27252,27337,27337,27408,27408,27464,27464,27464,27464,27533,27533,27559,27654,27654,27654,27755,27755,27755,27843,27843,27966,27966
Saint Vincent and the Grenadines,9058,9058,9058,9058,9060,9075,9076,9083,9083,9083,9083,9127,9162,9183,9183,9183,9183,9183,9240,9240,9267,9282,9282,9282,9282,9321,9330,9330,9354,9354,9354
Samoa,14964,14964,14964,14995,14995,14996,15052,15052,15052,15052,15115,15134,15134,15134,15155,15155,15178,15178,15183,15183,15243,15243,15243,15318,15318,15318,15374,15374,15374,15374,15405
San Marino,18092,18092,18092,18236,18361,18361,18361,18361,18710,18710,18734,18886,18977,18977,19132,19200,19200,19253,19353,19421,19474,19532,19532,19532,19619,19701,19752,19752,19793,19793,19793
Sao Tome and Principe,6043,6043,6043,6064,6064,6064,6064,6064,6064,6064,6064,6079,6079,6079,6079,6079,6079,6087,6087,6087,6087,6087,6087,6087,6087,6100,6100,6100,6100,6100,6100
Saudi Arabia,795811,796268,796771,797374,797940,798474,798977,799435,799788,800087,800462,800869,801349,801935,802586,803158,803764,804570,805277,805879,806401,806877,807215,807591,808053,808419,808742,809026,809274,809449,809672
Senegal,86335,86348,86363,86382,86399,86411,86434,86455,86481,86504,86504,86526,86594,86631,86679,86744,86791,86791,86854,86891,86938,86986,86986,87071,87118,87148,87194,87237,87295,87342,87386
Serbia,2030363,2031171,2031920,2033180,2034544,2035878,2037347,2038946,2040227,2041175,2043051,2045101,2047170,2049388,2052116,2054636,2056691,2059982,2063894,2067840,2072089,2076589,2080389,2083861,2088966,2095066,2101168,2107150,2113101,2118673,2123025
Seychelles,44847,44847,44847,44847,44932,45000,45000,45000,45000,45000,45000,45076,45076,45185,45185,45185,45185,45233,45269,45269,45269,45269,45269,45269,45429,45429,45429,45429,45429,45429,45429
Sierra Leone,7697,7702,7702,7704,7704,7707,7713,7716,7718,7718,7718,7718,7718,7718,7721,7722,7722,7722,7725,7725,7725,7725,7728,7729,7729,7729,7731,7732,7732,7733,7734
Singapore,1453155,1461107,1467234,1473180,1485964,1495953,1505938,1515222,1523881,1530304,1534799,1540778,1557648,1569420,1579946,1589099,1596046,1602273,1616067,1626360,1636109,1645092,1652981,1659156,1664707,1677126,1685889,1694454,1702392,1708950,1714056
Slovakia,2551116,2551116,2551116,2551116,2551116,2554112,2555080,2556052,2557202,2557640,2557839,2559088,2560261,2561338,2562431,2563799,2564393,2564633,2566215,2567776,2569210,2570582,2571985,2572792,2573084,2574932,2576509,2577417,2578855,2580451,2581047
Slovenia,1039632,1039632,1039632,1041426,1043268,1044765,1046425,1047765,1049215,1049710,1050175,1052574,1054441,1056201,1057817,1059682,1060248,1060808,1063613,1065473,1067317,1068962,1070874,1071573,1072182,1075196,1077189,1079192,1080710,1082492,1083067
Solomon Islands,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544,21544
Somalia,26803,26803,26803,26803,26803,26803,26803,26865,26865,26865,26900,26900,26900,26900,26900,26900,26900,26912,26912,26912,26912,26912,26912,26912,26957,26957,26957,26957,26957,26957,26957
South Africa,3993843,3994223,3995291,3995291,3995784,3995784,3996904,3997269,3997269,3997269,3997975,3997975,3998466,3998466,3998466,3999751,3999751,3999751,4000894,4001444,4001816,4002133,4002133,4002133,4002981,4002981,4002981,4004201,4004555,4004555,4005124
South Sudan,17722,17722,17722,17722,17733,17733,17733,17733,17733,17733,17733,17733,17733,17733,17733,17733,17733,17733,17733,17733,17733,17733,17733,17733,17733,17733,17733,17733,17733,17733,17733
Spain,12818184,12818184,12818184,12818184,12890002,12890002,12890002,12973615,12973615,12973615,12973615,13032841,13032841,13032841,13090476,13090476,13090476,13090476,13132159,13132159,13132159,13204863,13204863,13204863,13204863,13203228,13203228,13203228,13226579,13226579,13226579
Sri Lanka,664138,664150,664167,664181,664194,664197,664217,664235,664256,664273,664292,664315,664345,664364,664389,664414,664448,664510,664572,664647,664704,664772,664844,664900,664975,665094,665094,665379,665543,665626,665739
Sudan,62624,62624,62624,62696,62704,62704,62745,62745,62745,62745,62745,62795,62795,62795,62795,62795,62795,62872,62874,62914,62914,62914,62914,62914,62914,63006,63006,63006,63006,63006,63006
Summer Olympics 2020,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865,865
Suriname,80864,80864,80864,80864,80890,80890,80890,80890,80890,80890,80890,80919,80919,80919,80919,80919,80919,80919,80949,80949,80949,80949,80949,80949,80949,80966,80966,80966,80966,80966,80966
Sweden,2519199,2519199,2519199,2519199,2519199,2519199,2523404,2523404,2523404,2523404,2523404,2523404,2523404,2528166,2528166,2528166,2528166,2528166,2528166,2528166,2533978,2533978,2533978,2533978,2533978,2533978,2533978,2539715,2539715,2539715,2539715
Switzerland,3759730,3759730,3759730,3759730,3805774,3805774,3805774,3805774,3805774,3805774,3805774,3861756,3861756,3861756,3861756,3861756,3861756,3861756,3911515,3911515,3911515,3911515,3911515,3911515,3911515,3949259,3949259,3949259,3949259,3949259,3949259
Syria,55929,55929,55929,55934,55937,55940,55945,55949,55949,55949,55955,55957,55960,55966,55973,55973,55973,56005,56022,56027,56044,56067,56067,56067,56156,56188,56214,56269,56275,56275,56275
Taiwan*,3803049,3837856,3870528,3893643,3929627,3964188,3995621,4026067,4054189,4082028,4101156,4132429,4162290,4189929,4215200,4240466,4264788,4282777,4309904,4337076,4362227,4386289,4408857,4430583,4447707,4472755,4498416,4522365,4545636,4567122,4588185
Tajikistan,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786,17786
Tanzania,35768,35768,35768,35768,35768,35768,35768,35768,35768,35768,36174,36174,36174,37510,37510,37510,37510,37510,37510,37510,37510,37510,37510,37510,37510,37510,37510,37510,37510,37510,37510
Thailand,4525269,4527777,4530105,4532100,4534017,4536445,4538811,4540955,4543039,4545043,4548533,4550924,4553181,4554976,4554976,4559029,4560843,4562968,4565854,4565854,4570885,4573463,4575853,4577593,4577593,4582168,4584070,4586550,4588512,4590176,4592284
Timor-Leste,22958,22958,22958,22959,22961,22964,22965,22969,22969,22969,22972,22972,22974,22975,22976,22976,22976,22978,22980,22984,22984,22985,22985,22985,22986,22991,22991,22996,22999,22999,22999
Togo,37448,37448,37468,37482,37493,37514,37540,37554,37554,37608,37624,37636,37671,37718,37745,37776,37798,37821,37850,37850,37909,37909,37929,37965,37973,37998,37998,37998,38064,38064,38084
Tonga,12301,12301,12301,12301,12301,12301,12301,12382,12382,12382,12382,12382,12382,12382,12382,12382,12439,12439,12439,12439,12493,12493,12515,12515,12515,12539,12539,12539,12554,12554,12554
Trinidad and Tobago,167300,167440,167495,167495,167585,167780,167896,167896,168156,168237,168322,168427,168617,168808,169028,169137,169180,169227,169428,169581,169805,169930,170063,170063,170100,170459,170710,170710,171172,171334,171510
Tunisia,1052180,1052180,1052180,1052180,1052180,1066127,1066127,1066127,1066127,1066127,1066127,1087030,1087030,1087030,1087030,1087030,1087030,1087030,1114370,1114370,1114370,1114370,1114370,1114370,1114370,1128693,1128693,1128693,1128693,1128693,1128693
Turkey,15123331,15123331,15123331,15180444,15180444,15180444,15180444,15180444,15180444,15180444,15180444,15180444,15297539,15297539,15297539,15297539,15297539,15297539,15297539,15524071,15524071,15524071,15524071,15524071,15524071,15524071,15524071,15524071,15889495,15889495,15889495
Tuvalu,3,3,3,3,3,3,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
US,87832335,87852914,87861573,87938030,88079445,88279848,88418909,88556616,88585917,88610685,88811559,88959760,89164076,89339527,89492720,89532172,89562008,89726854,89844049,90060452,90236212,90367616,90394217,90417708,90607567,90739662,90979439,91156816,91316052,91332279,91345500
Uganda,167806,167876,167935,167979,167979,168009,168169,168227,168291,168360,168394,168440,168497,168569,168629,168724,168763,168776,168802,168845,168887,168887,168919,168978,169015,169124,169162,169189,169230,169230,169230
Ukraine,5287065,5287095,5287122,5288270,5288294,5288322,5288357,5288404,5288439,5288473,5288509,5288545,5288579,5288620,5289732,5289787,5289844,5289923,5289986,5290040,5290117,5291621,5291700,5291779,5291868,5291947,5292020,5292128,5294357,5294486,5294643
United Arab Emirates,947588,949384,951196,952960,954692,956382,958070,959736,961345,962937,964521,966075,967597,969097,970586,972007,973416,974802,976180,977578,978966,980325,981657,982969,984267,985524,986747,988004,989220,990400,991564
United Kingdom,22941360,22941360,22941362,22941382,22942394,23086282,23086445,23088053,23088054,23088054,23088074,23088446,23280870,23280957,23282710,23282710,23282710,23282749,23282749,23421538,23421578,23422747,23422755,23422755,23422755,23422960,23515421,23515421,23515883,23515892,23515892
Uruguay,957629,957629,957629,957629,962251,962251,962251,962251,962251,962251,965370,965370,965370,965370,965370,965370,965370,965370,967808,967808,967808,967808,967808,967808,967808,969803,969803,969803,969803,969803,969803
Uzbekistan,240856,240945,241040,241122,241196,241283,241377,241468,241566,241655,241738,241814,241882,241953,242043,242140,242140,242305,242366,242437,242502,242570,242632,242691,242747,242811,242879,242944,243002,243051,243093
Vanuatu,11273,11273,11353,11389,11447,11470,11569,11569,11617,11617,11642,11690,11697,11700,11722,11722,11722,11730,11730,11730,11730,11723,11723,11723,11723,11723,11723,11730,11724,11724,11724
Venezuela,526454,526688,526688,527074,527074,527241,527347,527789,527964,528292,528429,528566,528785,528994,529384,529730,530402,530649,530649,531094,531657,531963,531963,532902,533195,533195,533379,534451,534906,535277,535836
Vietnam,10747397,10748127,10748639,10749324,10750313,10751227,10752140,10752942,10754348,10754813,10755381,10756254,10757257,10758189,10759145,10759850,10760595,10761435,10762532,10763694,10764986,10766128,10767200,10767948,10768844,10770304,10772980,10774679,10776484,10778154,10779632
West Bank and Gaza,659853,659853,659853,662490,662490,662490,662490,662490,662490,662490,662490,662588,662588,662588,662588,662588,662588,669542,672039,672039,672039,672039,672039,672039,672039,682096,682096,682096,682096,682096,682096
Winter Olympics 2022,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535,535
Yemen,11824,11824,11824,11832,11832,11832,11832,11832,11832,11832,11832,11832,11832,11832,11832,11848,11848,11848,11849,11849,11849,11849,11849,11849,11849,11849,11849,11849,11849,11877,11877
Zambia,325857,325857,326259,326259,326259,326408,326651,326794,326794,327052,327102,327102,327102,327102,327994,327994,327994,327994,328550,328550,328550,328550,328550,328550,329483,329483,329483,329483,329483,329483,329483
Zimbabwe,255586,255586,255586,255726,255755,255805,255805,255891,255924,255939,255953,255981,255981,256047,256083,256083,256083,256083,256187,256187,256217,256217,256246,256254,256270,256284,256315,256336,256376,256376,256378
